Listed Company's English Name,Listed Company's Chinese Name,Stock Code,Listing Status,Director's English Name,Director's Chinese Name,Capacity,Position,Appointment Date (yyyy-mm-dd),Resignation Date (yyyy-mm-dd)
Tse Sui Luen Jewellery (International) Limited,謝瑞麟珠寶(國際)有限公司,00417,Current,CHUI Chi Yun Robert,崔志仁,Independent Non Executive Director - A/F,,1999-04-12,
Founder Holdings Limited,方正控股有限公司,00418,Current,WEI Xin,魏新,Executive Director,,1999-10-21,2011-12-30
Founder Holdings Limited,方正控股有限公司,00418,Current,ZHANG Zhao Dong,張兆東,Executive Director,,1999-10-21,2011-12-30
Fountain Set (Holdings) Limited,福田實業(集團)有限公司,00420,Current,WONG Kwong Chi,王幹芝,Independent Non Executive Director,,1998-08-16,2012-06-06
Cocoon Holdings Limited,中國天弓控股有限公司,00428,Current,TONG Kim Weng Kelly,湯金榮,Independent Non Executive Director,,1998-11-09,2015-01-01
Cocoon Holdings Limited,中國天弓控股有限公司,00428,Current,LEE Fong Lit David,利芳烈,Executive Director,Chairman,1998-02-11,2015-06-26
Oriental Explorer Holdings Limited,東方興業控股有限公司,00430,Current,CHOY Tak Ho,蔡德河,Independent Non Executive Director,,1999-05-21,2010-06-28
North Mining Shares Company Limited,北方礦業股份有限公司,00433,Current,XU Zhe Cheng,許哲誠,Executive Director,,1998-09-15,2006-02-28
North Mining Shares Company Limited,北方礦業股份有限公司,00433,Current,QIAN Yong Wei David,錢永偉,Non Executive Director,,1998-09-15,2006-11-17
Dah Sing Financial Holdings Limited,大新金融集團有限公司,00440,Current,NG Yiu Ming,伍耀明,Non Executive Director,,1997-08-07,2011-05-27
Dah Sing Financial Holdings Limited,大新金融集團有限公司,00440,Current,BIRCH Peter Gibbs,,Independent Non Executive Director,,1997-03-10,2011-05-27
GCL New Energy Holdings Limited,協鑫新能源控股有限公司,00451,Current,LAM Kwok Cheong,林國昌,Independent Non Executive Director,,1997-11-15,2014-05-09
GCL New Energy Holdings Limited,協鑫新能源控股有限公司,00451,Current,LAI Wing Leung Peter,黎永良,Independent Non Executive Director,,1997-11-15,2014-05-09
Tianda Pharmaceuticals Limited,天大藥業有限公司,00455,Current,HO Wing Fun,何永勳,Independent Non Executive Director - A/F,,1998-04-17,2008-04-10
Tianda Pharmaceuticals Limited,天大藥業有限公司,00455,Current,CHENG Hau Yan,鄭孝仁,Executive Director,,1998-03-27,2006-03-31
New City Development Group Limited,新城市建設發展集團有限公司,00456,Current,HAN Jun Ran,韓軍然,Executive Director,Chairman,1999-12-06,
O2Micro International Limited,凹凸科技有限公司,00457,Delisted,DU Sterling,杜珣弤,Executive Director,"Chairman, CEO",1997-03-15,2009-09-09
O2Micro International Limited,凹凸科技有限公司,00457,Delisted,AUSTIN Michael,,Independent Non Executive Director - A/F,,1997-10-16,2009-09-09
O2Micro International Limited,凹凸科技有限公司,00457,Delisted,KUO Chuan Chiung,郭傳炯,Executive Director,,1999-03-11,2009-09-09
O2Micro International Limited,凹凸科技有限公司,00457,Delisted,YAWATA Keisuke,八幡惠介,Independent Non Executive Director,,1999-10-28,2009-09-09
O2Micro International Limited,凹凸科技有限公司,00457,Delisted,KEIM James Elvin,,Executive Director,,1999-03-11,2009-09-09
Tristate Holdings Limited,聯亞集團有限公司,00458,Current,WANG KOO Yik Chun,汪顧亦珍,Non Executive Director,,1999-04-08,
Tristate Holdings Limited,聯亞集團有限公司,00458,Current,WANG Shui Chung Patrick,汪穗中,Non Executive Director,,1999-04-08,
Tristate Holdings Limited,聯亞集團有限公司,00458,Current,LO Kai Yiu Anthony,羅啟耀,Independent Non Executive Director - A/F,,1998-06-30,
Tristate Holdings Limited,聯亞集團有限公司,00458,Current,MAK WANG Wing Yee Winnie,麥汪詠宜,Non Executive Director,,1999-04-08,
Tristate Holdings Limited,聯亞集團有限公司,00458,Current,WANG Kin Chung Peter,汪建中,Executive Director,"Chairman, CEO",1999-04-08,
United Energy Group Limited,聯合能源集團有限公司,00467,Current,GUAN Guo Liang,關國亮,Executive Director,,1998-02-27,2006-08-18
United Energy Group Limited,聯合能源集團有限公司,00467,Current,WONG Wing Ming,王永明,Executive Director,,1998-02-27,2006-06-30
United Energy Group Limited,聯合能源集團有限公司,00467,Current,ZHANG Hong Wei,張宏偉,Executive Director,Chairman,1998-02-27,
Ev Dynamics (Holdings) Limited,科軒動力(控股)有限公司,00476,Current,CHEUNG Ngan,張韌,Executive Director,Chairman,1998-03-06,
China Sinostar Group Company Limited,中國華星集團有限公司,00485,Current,HO Hau Chong Norman,何厚鏘,Independent Non Executive Director - A/F,,1998-10-01,2013-08-26
Li & Fung Limited,利豐有限公司,00494,Delisted,BOYD Leslie,,Non Executive Director,,1999-10-13,2006-05-18
Li & Fung Limited,利豐有限公司,00494,Delisted,SMALL Steven Murray,,Alternate Director,,1999-10-13,2006-05-18
Li & Fung Limited,利豐有限公司,00494,Delisted,WONG Chi Yun Allan,黃子欣,Independent Non Executive Director,,1999-03-30,2020-05-28
Li & Fung Limited,利豐有限公司,00494,Delisted,MCFARLAN Franklin Warren,,Independent Non Executive Director,,1999-08-19,2015-05-21
Qingdao Holdings International Limited,青島控股國際有限公司,00499,Current,LAI Yiu Keung,黎耀强,Executive Director,Chairman,1997-08-04,2009-06-04
Qingdao Holdings International Limited,青島控股國際有限公司,00499,Current,CHUNG Lai Ha,鍾麗霞,Executive Director,,1997-08-04,2007-12-18
Qingdao Holdings International Limited,青島控股國際有限公司,00499,Current,KWOK Chong Anthony,郭昶,Executive Director,,1997-08-04,2008-01-04
Frontier Services Group Limited,先豐服務集團有限公司,00500,Current,LUI Pan,呂品,Executive Director,CEO,1999-08-16,2012-11-01
Frontier Services Group Limited,先豐服務集團有限公司,00500,Current,CHEUNG Sum Yu Fiona,張心瑜,Non Executive Director,,1997-12-12,2006-06-29
Frontier Services Group Limited,先豐服務集團有限公司,00500,Current,KO Chun Shun Johnson,高振順,Executive Director,,1999-02-09,
Continental Holdings Limited,恒和珠寶集團有限公司,00513,Current,CHAN Wai Kei Vicki,陳慧琪,Executive Director,,1999-12-16,
Applied Development Holdings Limited,實力建業集團有限公司,00519,Current,LO Yun Tai,盧潤帶,Independent Non Executive Director,,1998-03-05,2009-11-24
Great Wall Terroir Holdings Limited,長城天下控股有限公司,00524,Current,LIM Shyang Guey,林祥貴,Executive Director,,1999-10-01,2015-07-13
Guangshen Railway Company Limited,廣深鐵路股份有限公司,00525,Current,WU Hou Hui,吳候輝,Non Executive Director,,1999-03-06,2009-06-25
Tradelink Electronic Commerce Limited,貿易通電子貿易有限公司,00536,Current,NG Chik Sum Jackson,吳植森,Non Executive Director,,1999-08-01,2007-05-11
The Thai-Asia Fund Limited,,00540,Delisted,OSATAPHAN Chaibhondh,,Executive Director,,1998-07-20,2006-03-13
The Thai-Asia Fund Limited,,00540,Delisted,NG Tung Ming Thomas,伍同明,Independent Non Executive Director - A/F,,1999-06-30,2006-03-13
The Thai-Asia Fund Limited,,00540,Delisted,KWOK Chung Kwong Dominic,郭中光,Executive Director,,1999-05-03,2006-03-13
TFG International Group Limited,富元國際集團有限公司,00542,Current,WONG Kim Ling,黃錦麟,Independent Non Executive Director - A/F,,1998-09-08,2010-10-07
The Thai Asset Fund Limited,,00543,Delisted,NG Tung Ming Thomas,伍同明,Independent Non Executive Director - A/F,,1999-06-30,2006-01-27
The Thai Asset Fund Limited,,00543,Delisted,HENG Kwoo Seng,邢詒春,Independent Non Executive Director,,1998-07-16,2006-01-27
Shenzhen Expressway Corporation Limited,深圳高速公路集團股份有限公司,00548,Current,LIN Xiang Ke,林向科,Non Executive Director,,1998-06-12,2011-12-31
Shenzhen Expressway Corporation Limited,深圳高速公路集團股份有限公司,00548,Current,WU Ya De,吳亞德,Executive Director,,1997-01-20,2018-09-10
Yue Yuen Industrial (Holdings) Limited,裕元工業（集團）有限公司,00551,Current,SHIH Hung,石宏,Independent Non Executive Director,,1997-04-30,2006-03-01
Yue Yuen Industrial (Holdings) Limited,裕元工業（集團）有限公司,00551,Current,KU Yu Sun Edward,顧渝生,Executive Director,,1997-02-18,2009-03-30
Yue Yuen Industrial (Holdings) Limited,裕元工業（集團）有限公司,00551,Current,TSAI Nai Fung,蔡乃峰,Executive Director,Managing Director,1997-02-18,2013-06-28
Yue Yuen Industrial (Holdings) Limited,裕元工業（集團）有限公司,00551,Current,CHOI Kwok Keung Sanvic,蔡國強,Non Executive Director,,1997-02-18,2006-03-01
Nanjing Panda Electronics Company Limited,南京熊貓電子股份有限公司,00553,Current,LIU Ai Lian,劉愛蓮,Non Executive Director,,1999-10-19,2009-12-14
Nanjing Panda Electronics Company Limited,南京熊貓電子股份有限公司,00553,Current,LI An Jian,李安建,Executive Director,"Chairman, CEO",1999-08-30,2010-03-22
Nanjing Panda Electronics Company Limited,南京熊貓電子股份有限公司,00553,Current,ZHU Li Feng,朱立鋒,Non Executive Director,,1999-10-19,2013-05-13
China Tian Yuan Healthcare Group Limited,中國天元醫療集團控股有限公司,00557,Current,YIP Wai Lam Lawrence,葉偉霖,Executive Director,,1998-12-31,2017-06-30
China Tian Yuan Healthcare Group Limited,中國天元醫療集團控股有限公司,00557,Current,LEE Jackson,李積善,Independent Non Executive Director - A/F,,1998-12-31,2016-09-09
Chu Kong Shipping Enterprises (Group) Company Limited,珠江船務企業(股份)有限公司,00560,Current,CHAN Kay Cheung,陳棋昌,Independent Non Executive Director,,1998-04-03,
Daisho Microline Holdings Limited,大昌微綫集團有限公司,00567,Current,TSUMURA Motofumi,津村元史,Executive Director,,1999-10-19,2011-10-24
eSun Holdings Limited,豐德麗控股有限公司,00571,Current,LIU Ngai Wing,廖毅榮,Executive Director,,1998-11-01,2008-05-22
eSun Holdings Limited,豐德麗控股有限公司,00571,Current,LIEN Jown Jing Vincent,連宗正,Executive Director,Chairman,1998-08-05,2007-05-01
eSun Holdings Limited,豐德麗控股有限公司,00571,Current,LOW Chee Keong,劉志強,Independent Non Executive Director,,1999-08-02,2010-06-01
"Zhejiang Expressway Co., Ltd.",浙江滬杭甬高速公路股份有限公司,00576,Current,FANG Yun Ti,方雲梯,Executive Director,,1997-03-01,2009-02-28
"Zhejiang Expressway Co., Ltd.",浙江滬杭甬高速公路股份有限公司,00576,Current,GENG Xiao Ping,耿小平,Executive Director,Chairman,1997-03-01,2009-02-28
"Zhejiang Expressway Co., Ltd.",浙江滬杭甬高速公路股份有限公司,00576,Current,ZHANG Jing Zhong,章靖忠,Executive Director,,1997-03-01,2012-06-11
"Zhejiang Expressway Co., Ltd.",浙江滬杭甬高速公路股份有限公司,00576,Current,TUNG Chee Chen,董建成,Independent Non Executive Director - A/F,,1997-03-01,2012-06-11
"Zhejiang Expressway Co., Ltd.",浙江滬杭甬高速公路股份有限公司,00576,Current,ZHANG Jun Sheng,張浚生,Independent Non Executive Director,,1997-03-01,2014-12-29
Rosan Resources Holdings Limited,融信資源控股有限公司,00578,Delisted,CHAN Kin,陳堅,Executive Director,,1997-04-14,2007-06-27
Rosan Resources Holdings Limited,融信資源控股有限公司,00578,Delisted,CHAN Chun Keung,陳進強,Executive Director,,1997-04-14,2007-06-27
Great Wall Pan Asia Holdings Limited,長城環亞控股有限公司,00583,Current,LEE Ting Chang Peter,利定昌,Independent Non Executive Director,,1998-08-28,2009-10-17
Imagi International Holdings Limited,意馬國際控股有限公司,00585,Current,OH Kok Chi,胡國志,Independent Non Executive Director - A/F,,1997-01-17,2010-01-01
Imagi International Holdings Limited,意馬國際控股有限公司,00585,Current,LAM Pak Kin Philip,林百堅,Non Executive Director,,1997-01-17,2008-05-02
Imagi International Holdings Limited,意馬國際控股有限公司,00585,Current,KAO Cheung Chong Michael,高長昌,Executive Director,Chairman,1997-01-17,2008-04-09
Beijing North Star Company Limited,北京北辰實業股份有限公司,00588,Current,ZHAO Hui Zhi,趙惠芝,Executive Director,,1997-04-02,2018-05-28
Beijing North Star Company Limited,北京北辰實業股份有限公司,00588,Current,LIU Jian Ping,劉建平,Executive Director,,1997-04-02,2018-05-28
Beijing North Star Company Limited,北京北辰實業股份有限公司,00588,Current,HE Jiang Chuan,賀江川,Executive Director,Chairman,1997-04-02,2020-05-14
Luk Fook Holdings (International) Limited,六福集團(國際)有限公司,00590,Current,LAU Kwok Sum,劉國森,Executive Director,,1997-03-04,2011-10-01
Luk Fook Holdings (International) Limited,六福集團(國際)有限公司,00590,Current,TSE Moon Chuen,謝滿全,Executive Director,,1997-03-04,
Luk Fook Holdings (International) Limited,六福集團(國際)有限公司,00590,Current,WONG Wai Sheung,黃偉常,Executive Director,"Chairman, CEO",1997-03-04,
Luk Fook Holdings (International) Limited,六福集團(國際)有限公司,00590,Current,YEUNG Po Ling Pauline,楊寶玲,Non Executive Director,,1997-03-04,2020-08-12
Luk Fook Holdings (International) Limited,六福集團(國際)有限公司,00590,Current,CHIU Wai Mo,趙偉武,Independent Non Executive Director,,1997-02-01,2008-07-24
Luk Fook Holdings (International) Limited,六福集團(國際)有限公司,00590,Current,LEE Shu Kuan,李樹坤,Non Executive Director,,1997-03-04,2011-07-14
Luk Fook Holdings (International) Limited,六福集團(國際)有限公司,00590,Current,HUI Chiu Chung Stephen,許照中,Independent Non Executive Director,,1997-03-04,2011-10-01
Luk Fook Holdings (International) Limited,六福集團(國際)有限公司,00590,Current,WONG Koon Chueng,黃冠章,Non Executive Director,,1997-03-04,2012-08-22
Luk Fook Holdings (International) Limited,六福集團(國際)有限公司,00590,Current,CHAN Wai,陳偉,Non Executive Director,,1997-03-04,2012-08-22
Luk Fook Holdings (International) Limited,六福集團(國際)有限公司,00590,Current,LAW Tim Fuk Paul,羅添褔,Executive Director,,1997-03-04,2012-12-01
Luk Fook Holdings (International) Limited,六福集團(國際)有限公司,00590,Current,HUI King Wai,許競威,Non Executive Director,,1999-01-15,2013-08-20
Rare Earth Magnesium Technology Group Holdings Limited,稀鎂科技集團控股有限公司,00601,Current,LEE Koon Hung,李冠雄,Executive Director,,1998-04-20,2015-03-26
Rare Earth Magnesium Technology Group Holdings Limited,稀鎂科技集團控股有限公司,00601,Current,FOK Ting Yeung James,霍定洋,Executive Director,,1999-04-01,2012-03-16
Rare Earth Magnesium Technology Group Holdings Limited,稀鎂科技集團控股有限公司,00601,Current,OTANI Kazuhiro,大谷和廣,Executive Director,,1997-04-01,2015-03-26
High Fashion International Limited,達利國際集團有限公司,00608,Current,WONG Shing Loong Raymond,黃承龍,Executive Director,,1998-04-01,2007-04-30
Orient Power Holdings Limited,東強電子集團有限公司,00615,Delisted,CHAN Wing Tai Joseph,陳榮泰,Independent Non Executive Director - A/F,,1999-10-29,2006-05-12
Paliburg Holdings Limited,百利保控股有限公司,00617,Current,LO LEE Kit Tai Kitty,羅李潔提,Non Executive Director,,1999-10-25,2007-01-11
Paliburg Holdings Limited,百利保控股有限公司,00617,Current,LO Chun To,羅俊圖,Executive Director,Managing Director,1999-10-25,
South China Financial Holdings Limited,南華金融控股有限公司,00619,Current,NG Chun Sang,吳春生,Executive Director,,1999-10-08,2009-06-26
DTXS Silk Road Investment Holdings Company Limited,大唐西市絲路投資控股有限公司,00620,Current,LEUNG YU Oi Ling Irene,梁余愛菱,Executive Director,Chairman,1998-08-03,2015-11-02
DTXS Silk Road Investment Holdings Company Limited,大唐西市絲路投資控股有限公司,00620,Current,PAO Ping Wing,浦炳榮,Independent Non Executive Director,,1997-08-01,2015-11-02
Playmates Holdings Limited,彩星集團有限公司,00635,Current,TO Shu Sing Sidney,杜樹聲,Executive Director,,1997-10-15,2021-12-31
Fubon Bank (Hong Kong) Limited,富邦銀行(香港)有限公司,00636,Delisted,KENRICK Robert James,甘禮傑,Independent Non Executive Director - A/F,,1999-04-21,2011-06-13
Kin Yat Holdings Limited,建溢集團有限公司,00638,Current,WONG Kin Chung,王建忠,Executive Director,,1997-01-30,2007-03-31
Kin Yat Holdings Limited,建溢集團有限公司,00638,Current,CHUNG Chi Ping Roy,鍾志平,Independent Non Executive Director - A/F,,1997-01-30,2014-08-25
Kin Yat Holdings Limited,建溢集團有限公司,00638,Current,CHENG Chor Kit,鄭楚傑,Executive Director,"Chairman, CEO",1997-01-30,
Shougang Fushan Resources Group Limited,首鋼福山資源集團有限公司,00639,Current,KEE Wah Sze,紀華士,Independent Non Executive Director,,1997-04-11,2021-06-30
Shougang Fushan Resources Group Limited,首鋼福山資源集團有限公司,00639,Current,SO Kwok Hoo,蘇國豪,Executive Director,,1998-03-20,2020-05-21
CHTC FONG'S INTERNATIONAL COMPANY LIMITED,中國恒天立信國際有限公司,00641,Current,FONG Kwok Chung Bill,方國忠,Executive Director,,1997-05-01,2011-07-01
Carry Wealth Holdings Limited,恒富控股有限公司,00643,Current,LEE Sheng Kuang,李勝光,Executive Director,Managing Director,1997-10-16,2017-04-01
Carry Wealth Holdings Limited,恒富控股有限公司,00643,Current,OEY Tjie Ho,黃志和,Executive Director,,1997-10-16,2011-06-07
Carry Wealth Holdings Limited,恒富控股有限公司,00643,Current,RUSLI Hendrawan,,Executive Director,Chairman,1997-10-16,2011-06-28
Ares Asia Limited,安域亞洲有限公司,00645,Current,NG Wai Hung,吳偉雄,Independent Non Executive Director,,1999-11-11,2011-02-16
Joyce Boutique Holdings Limited,,00647,Delisted,LO Kai Kin Eric,羅啟堅,Independent Non Executive Director,,1997-10-28,
Joyce Boutique Holdings Limited,,00647,Delisted,MA Adrienne Marie,馬美儀,Executive Director,,1999-01-18,2007-11-19
China Ocean Industry Group Limited,中海重工集團有限公司,00651,Current,CHUNG Nai Ting,鍾乃鼎,Executive Director,,1999-12-09,2007-03-09
China Ocean Industry Group Limited,中海重工集團有限公司,00651,Current,CHAN Sze Hung,陳仕鴻,Independent Non Executive Director,,1999-12-02,2007-03-09
China Ocean Industry Group Limited,中海重工集團有限公司,00651,Current,TONG Wui Tung,唐滙棟,Independent Non Executive Director,,1999-12-20,2006-11-01
China Ocean Industry Group Limited,中海重工集團有限公司,00651,Current,CHIU Kong,趙鋼,Executive Director,Chairman,1999-07-30,2007-06-29
China Ocean Industry Group Limited,中海重工集團有限公司,00651,Current,TSUI Ching Hung,徐正鴻,Executive Director,,1999-11-29,2007-06-01
NWS Holdings Limited,新創建集團有限公司,00659,Current,TO Hin Tsun Gerald,杜顯俊,Non Executive Director,,1998-05-27,
Wai Chun Bio-Technology Limited,瑋俊生物科技有限公司,00660,Current,WU Xiaoqin,伍曉芩,Executive Director,,1999-01-12,2006-05-25
Wai Chun Bio-Technology Limited,瑋俊生物科技有限公司,00660,Current,FENG Yung Chuan,馮永銓,Executive Director,,1997-05-21,2006-05-25
Asia Financial Holdings Limited,亞洲金融集團(控股)有限公司,00662,Current,CHAN Charnwut Bernard,陳智思,Executive Director,,1997-03-26,
SHK Hong Kong Industries Limited,新工投資有限公司,00666,Delisted,CHOW Yu Chun Alexander,周宇俊,Independent Non Executive Director - A/F,,1999-06-16,2008-05-23
Doyen International Holdings Limited,東銀國際控股有限公司,00668,Current,CHIU Wai,趙偉,Executive Director,,1999-09-30,2009-11-04
Doyen International Holdings Limited,東銀國際控股有限公司,00668,Current,FUNG YEH Yi Hao Yvette,馮葉儀皓,Independent Non Executive Director - A/F,,1999-09-30,2009-11-04
Doyen International Holdings Limited,東銀國際控股有限公司,00668,Current,SHUM Wing Hon,沈榮漢,Executive Director,,1997-04-01,2006-11-01
Doyen International Holdings Limited,東銀國際控股有限公司,00668,Current,WONG Tsui Yue Lucy,黃翠瑜,Executive Director,,1997-04-01,2009-11-04
Techtronic Industries Company Limited,創科實業有限公司,00669,Current,SCHLEICHER Joel Arthur,,Independent Non Executive Director - A/F,,1998-04-30,2015-05-22
China Eastern Airlines Corporation Limited,中國東方航空股份有限公司,00670,Current,WU Bai Wang,吳百旺,Independent Non Executive Director,,1998-01-28,2010-06-28
China Eastern Airlines Corporation Limited,中國東方航空股份有限公司,00670,Current,LOK Kung Nam Peter,樂鞏南,Independent Non Executive Director,,1998-01-28,2009-06-13
Golden Resources Development International Limited,金源發展國際實業有限公司,00677,Current,CHAN Fai Yue Leo,陳輝虞,Independent Non Executive Director,Chairman,1999-04-09,2011-07-14
Genting Hong Kong Limited,雲頂香港有限公司,00678,Delisted,NG Ko Seng,吳高賢,Executive Director,,1998-08-28,2009-05-01
Asia Tele-Net and Technology Corporation Limited,亞洲聯網科技有限公司,00679,Current,CHEUNG Kin Wai,張健偉,Independent Non Executive Director,,1998-10-01,
Kerry Properties Limited,嘉里建設有限公司,00683,Current,HO Shut Kan,何述勤,Executive Director,"CEO, Managing Director",1998-05-11,2018-12-31
Allan International Holdings Limited,亞倫國際集團有限公司,00684,Current,LO Chung Mau,盧寵茂,Independent Non Executive Director,,1997-11-18,2022-06-10
Media Chinese International Limited,世界華文媒體有限公司,00685,Current,TIONG Kiew Chiong,張裘昌,Executive Director,CEO,1998-05-02,
Media Chinese International Limited,世界華文媒體有限公司,00685,Current,YU Hon To David,俞漢度,Independent Non Executive Director - A/F,,1999-03-30,2021-07-01
Tysan Holdings Limited,泰昇集團控股有限公司,00687,Current,KWOK Jennifer,郭敏慧,Executive Director,,1998-01-01,2014-07-01
Tysan Holdings Limited,泰昇集團控股有限公司,00687,Current,CHAU Cham Son,周湛燊,Independent Non Executive Director,,1997-05-23,2007-08-24
Tysan Holdings Limited,泰昇集團控股有限公司,00687,Current,CHIEN David,錢永勛,Executive Director,,1997-11-01,2014-01-13
China Overseas Land & Investment Ltd.,中國海外發展有限公司,00688,Current,KONG Qing Ping,孔慶平,Executive Director,Chairman,1997-03-25,2013-08-06
Shenzhou Space Park Group Limited,神舟航天樂園集團有限公司,00692,Delisted,YIU Kwok Ming Tommy,姚國銘,Executive Director,Managing Director,1999-08-18,2012-01-03
Shenzhou Space Park Group Limited,神舟航天樂園集團有限公司,00692,Delisted,YIU Ching On,姚正安,Executive Director,Chairman,1999-08-18,2010-07-12
Tan Chong International Limited,陳唱國際有限公司,00693,Current,NEO Ah Chap,梁亞拾,Executive Director,,1998-04-27,2008-12-30
Tan Chong International Limited,陳唱國際有限公司,00693,Current,ONG Yong Loke Joseph,王陽樂,Executive Director,Managing Director,1997-03-19,2016-03-30
Tan Chong International Limited,陳唱國際有限公司,00693,Current,TAN Kheng Leong,陳慶良,Executive Director,,1998-04-27,
Tan Chong International Limited,陳唱國際有限公司,00693,Current,SNG Chiew Huat,孫樹發,Executive Director,,1997-12-30,
Tan Chong International Limited,陳唱國際有限公司,00693,Current,LEE Han Yang,李漢陽,Independent Non Executive Director,,1998-04-27,2017-05-26
Beijing Capital International Airport Company Limited,北京首都國際機場股份有限公司,00694,Current,CHENG Mo Chi Moses,鄭慕智,Independent Non Executive Director,,1999-10-13,2008-06-12
Beijing Capital International Airport Company Limited,北京首都國際機場股份有限公司,00694,Current,KWONG Che Keung Gordon,鄺志強,Independent Non Executive Director - A/F,,1999-10-18,2014-06-30
Beijing Capital International Airport Company Limited,北京首都國際機場股份有限公司,00694,Current,LONG Tao,龍濤,Independent Non Executive Director,,1999-10-13,2008-06-12
Beijing Capital International Airport Company Limited,北京首都國際機場股份有限公司,00694,Current,WANG Zhan Bin,王戰斌,Executive Director,,1999-10-27,2007-03-26
Tencent Holdings Limited,騰訊控股有限公司,00700,Current,MA Hua Teng,馬化騰,Executive Director,"Chairman, CEO",1999-12-24,
Huscoke Holdings Limited,和嘉控股有限公司,00704,Current,LEE Johnson,李鎮成,Independent Non Executive Director,,1997-01-29,2008-09-01
Beautiful China Holdings Company Limited,美麗中國控股有限公司,00706,Delisted,WONG Po Yan,黃保欣,Independent Non Executive Director,,1998-06-19,2013-03-25
Beautiful China Holdings Company Limited,美麗中國控股有限公司,00706,Delisted,CHU Chi Shing,朱至誠,Executive Director,CEO,1998-06-19,2009-02-02
Giordano International Limited,佐丹奴國際有限公司,00709,Current,FUNG Wing Cheong Charles,馮永昌,Executive Director,,1997-02-11,2008-07-15
Giordano International Limited,佐丹奴國際有限公司,00709,Current,LEE Peng Fei Allen,李鵬飛,Independent Non Executive Director,,1999-09-10,2013-06-14
Giordano International Limited,佐丹奴國際有限公司,00709,Current,MAH Chuck On Bernard,馬灼安,Executive Director,,1999-06-14,2013-02-01
Singamas Container Holdings Limited,勝獅貨櫃企業有限公司,00716,Current,KUAN Kim Kin,關錦權,Non Executive Director,,1998-07-15,2019-06-26
Singamas Container Holdings Limited,勝獅貨櫃企業有限公司,00716,Current,ONG Ka Thai,王家泰,Independent Non Executive Director,,1997-05-17,2017-06-22
Singamas Container Holdings Limited,勝獅貨櫃企業有限公司,00716,Current,HSUEH Chao En,薛肇恩,Executive Director,,1997-05-16,2013-05-27
Auto Italia Holdings Limited,意達利控股有限公司,00720,Current,SUEN Chi Chung Sammy,孫志冲,Executive Director,,1998-06-01,2007-04-19
Auto Italia Holdings Limited,意達利控股有限公司,00720,Current,TAN Boon Seng,陳文生,Independent Non Executive Director,,1999-04-16,2014-08-29
C&D NEWIN PAPER & PULP CORPORATION LIMITED,建發新勝漿紙有限公司,00731,Current,LEE Yue Kong Albert,李汝剛,Executive Director,,1997-06-20,2021-02-06
C&D NEWIN PAPER & PULP CORPORATION LIMITED,建發新勝漿紙有限公司,00731,Current,LEE Seng Jin,李誠仁,Executive Director,"Chairman, CEO",1998-06-12,2021-05-20
China Properties Investment Holdings Limited,中國置業投資控股有限公司,00736,Current,CHONG Sing Yuen,莊聲元,Executive Director,Chairman,1998-03-02,2007-01-07
Pico Far East Holdings Limited,筆克遠東集團有限公司,00752,Current,CHIA Song Heng James,謝松興,Executive Director,,1999-02-01,2017-03-24
Pico Far East Holdings Limited,筆克遠東集團有限公司,00752,Current,CRICHTON Scott Gregory Robert,簡乃敦,Independent Non Executive Director,,1998-09-22,
Hopson Development Holdings Limited,合生創展集團有限公司,00754,Current,LEE Tsung Hei David Chris,李頌熹,Independent Non Executive Director,,1998-01-01,2021-02-28
Hopson Development Holdings Limited,合生創展集團有限公司,00754,Current,CHU Mang Yee,朱孟依,Executive Director,Chairman,1997-07-28,2020-01-10
Hopson Development Holdings Limited,合生創展集團有限公司,00754,Current,WONG Shing Kay Oliver,黃承基,Independent Non Executive Director - A/F,,1998-01-01,2015-04-09
Hopson Development Holdings Limited,合生創展集團有限公司,00754,Current,YUEN Pak Yiu Philip,阮北耀,Independent Non Executive Director,,1998-01-01,2010-07-02
Hopson Development Holdings Limited,合生創展集團有限公司,00754,Current,AU Wai Kin,歐偉健,Executive Director,,1997-07-28,
CEC International Holdings Limited,CEC國際控股有限公司,00759,Current,LEE Wing Kwan Denis,李榮鈞,Independent Non Executive Director,,1999-09-29,2011-09-27
CEC International Holdings Limited,CEC國際控股有限公司,00759,Current,LAM Wai Chun,林偉駿,Executive Director,"Chairman, Managing Director",1999-09-29,2018-08-18
CEC International Holdings Limited,CEC國際控股有限公司,00759,Current,AU Son Yiu,區燊耀,Independent Non Executive Director,,1999-09-29,2021-09-29
CEC International Holdings Limited,CEC國際控股有限公司,00759,Current,TANG Fung Kwan,鄧鳯群,Executive Director,"Chairman, Managing Director",1999-09-29,
Bel Global Resources Holdings Limited,百營環球資源控股有限公司,00761,Delisted,HO Wai Chi,何偉志,Independent Non Executive Director - A/F,,1997-02-15,2018-08-24
ZTE Corporation,中興通訊股份有限公司,00763,Current,YIN Yi Min,殷一民,Executive Director,"Chairman, CEO",1997-11-01,2018-06-29
ZTE Corporation,中興通訊股份有限公司,00763,Current,LI Ju Ping,李居平,Non Executive Director,,1999-04-01,2010-03-29
Zhong Ji Longevity Science Group Limited,中基長壽科學集團有限公司,00767,Current,CHEN Chung I,陳忠義,Non Executive Director,,1999-05-05,2007-06-21
UBA Investments Limited,開明投資有限公司,00768,Current,FUNG Hung Lewis,馮振雄,Independent Non Executive Director,,1999-11-23,
