Listed Company's English Name,Listed Company's Chinese Name,Stock Code,Listing Status,Director's English Name,Director's Chinese Name,Capacity,Position,Appointment Date (yyyy-mm-dd),Resignation Date (yyyy-mm-dd)
Chow Sang Sang Holdings International Limited,周生生集團國際有限公司,116,Current,CHAN Bing Fun,陳炳勳,Independent Non Executive Director,,1992-02-03,
Chow Sang Sang Holdings International Limited,周生生集團國際有限公司,116,Current,CHOW Kar Wing Genevieve,周嘉頴,Executive Director,,2021-11-01,
Chow Sang Sang Holdings International Limited,周生生集團國際有限公司,116,Current,CHOW King Sing Gerald,周敬成,Executive Director,,1992-02-03,
Chow Sang Sang Holdings International Limited,周生生集團國際有限公司,116,Current,CHOW Wing Shing Vincent,周永成,Executive Director,,1992-02-03,
Chow Sang Sang Holdings International Limited,周生生集團國際有限公司,116,Current,CHOW Wun Sing Winston,周允成,Executive Director,,1992-07-23,
Chow Sang Sang Holdings International Limited,周生生集團國際有限公司,116,Current,CHUNG Pui Lam,鍾沛林,Non Executive Director,,2004-09-28,
Chow Sang Sang Holdings International Limited,周生生集團國際有限公司,116,Current,HSU Rockson,許洛聖,Independent Non Executive Director,,2023-06-01,
Chow Sang Sang Holdings International Limited,周生生集團國際有限公司,116,Current,LAU Man Lung Stephen,劉文龍,Independent Non Executive Director,,2012-12-17,
Chow Sang Sang Holdings International Limited,周生生集團國際有限公司,116,Current,LEE Ka Lun,李家麟,Independent Non Executive Director - A/F,,2004-09-28,
Chow Sang Sang Holdings International Limited,周生生集團國際有限公司,116,Current,LO King Man,盧景文,Independent Non Executive Director,,2004-09-28,
Chow Sang Sang Holdings International Limited,周生生集團國際有限公司,116,Current,TING Leung Huel Stephen,丁良輝,Non Executive Director,,2004-09-28,
Chow Sang Sang Holdings International Limited,周生生集團國際有限公司,116,Current,CHOW Kwen Ling,周君令,Non Executive Director,,1992-02-03,2017-05-27
Chow Sang Sang Holdings International Limited,周生生集團國際有限公司,116,Current,CHOW Kwen Lim,周君廉,Non Executive Director,,2015-06-02,2016-09-17
Chow Sang Sang Holdings International Limited,周生生集團國際有限公司,116,Current,CHOW Kwen Lim,周君廉,Executive Director,Chairman,1992-02-03,2015-06-02
CHTC FONG'S INTERNATIONAL COMPANY LIMITED,中國恒天立信國際有限公司,641,Current,CHEN Peng,陳鵬,Executive Director,,2022-06-16,
CHTC FONG'S INTERNATIONAL COMPANY LIMITED,中國恒天立信國際有限公司,641,Current,FONG Kwok Leung Kevin,方國樑,Non Executive Director,,2016-10-01,
CHTC FONG'S INTERNATIONAL COMPANY LIMITED,中國恒天立信國際有限公司,641,Current,GUAN You Ping,管幼平,Executive Director,Chairman,2019-10-18,
CHTC FONG'S INTERNATIONAL COMPANY LIMITED,中國恒天立信國際有限公司,641,Current,JIANG Gao Ming,蔣高明,Independent Non Executive Director,,2022-03-01,
CHTC FONG'S INTERNATIONAL COMPANY LIMITED,中國恒天立信國際有限公司,641,Current,LI Jian Xin,李建新,Independent Non Executive Director,,2014-07-01,
CHTC FONG'S INTERNATIONAL COMPANY LIMITED,中國恒天立信國際有限公司,641,Current,TONG Wing Chi,唐永智,Independent Non Executive Director - A/F,,2022-03-01,
CHTC FONG'S INTERNATIONAL COMPANY LIMITED,中國恒天立信國際有限公司,641,Current,YE Mao Xin,葉茂新,Executive Director,Chairman,2015-09-01,2023-05-26
CHTC FONG'S INTERNATIONAL COMPANY LIMITED,中國恒天立信國際有限公司,641,Current,GUO Yun Fei,郭雲飛,Executive Director,,2021-01-01,2022-11-01
CHTC FONG'S INTERNATIONAL COMPANY LIMITED,中國恒天立信國際有限公司,641,Current,WU Xu Dong,吳旭東,Executive Director,,2019-07-26,2022-03-01
CHTC FONG'S INTERNATIONAL COMPANY LIMITED,中國恒天立信國際有限公司,641,Current,YING Wei,應偉,Independent Non Executive Director - A/F,,2011-09-01,2022-03-01
CHTC FONG'S INTERNATIONAL COMPANY LIMITED,中國恒天立信國際有限公司,641,Current,YUEN Ming Fai,袁銘輝,Independent Non Executive Director,,2004-09-01,2022-03-01
CHTC FONG'S INTERNATIONAL COMPANY LIMITED,中國恒天立信國際有限公司,641,Current,DU Qian Yi,杜謙益,Executive Director,,2016-04-18,2020-12-31
CHTC FONG'S INTERNATIONAL COMPANY LIMITED,中國恒天立信國際有限公司,641,Current,JI Xin,冀新,Executive Director,,2012-03-15,2019-10-18
CHTC FONG'S INTERNATIONAL COMPANY LIMITED,中國恒天立信國際有限公司,641,Current,FONG Kwok Leung Kevin,方國樑,Executive Director,,1989-01-11,2016-09-01
CHTC FONG'S INTERNATIONAL COMPANY LIMITED,中國恒天立信國際有限公司,641,Current,WAN Wai Yung,雲維庸,Executive Director,,2005-03-01,2016-04-12
CHTC FONG'S INTERNATIONAL COMPANY LIMITED,中國恒天立信國際有限公司,641,Current,SHI Ting Hong,石廷洪,Executive Director,,2014-01-28,2015-09-01
CHTC FONG'S INTERNATIONAL COMPANY LIMITED,中國恒天立信國際有限公司,641,Current,YE Mao Xin,葉茂新,Non Executive Director,,2011-06-09,2015-09-01
CHTC FONG'S INTERNATIONAL COMPANY LIMITED,中國恒天立信國際有限公司,641,Current,ZHOU Yu Cheng,周玉成,Independent Non Executive Director,,2011-06-09,2015-05-21
CHTC FONG'S INTERNATIONAL COMPANY LIMITED,中國恒天立信國際有限公司,641,Current,KEUNG Wing Ching,姜永正,Independent Non Executive Director,,2006-06-01,2014-05-15
CHTC FONG'S INTERNATIONAL COMPANY LIMITED,中國恒天立信國際有限公司,641,Current,HE Feng Xian,賀鳳仙,Executive Director,Chairman,2011-06-09,2014-02-28
CHTC FONG'S INTERNATIONAL COMPANY LIMITED,中國恒天立信國際有限公司,641,Current,DU Qian Yi,杜謙益,Executive Director,,2012-03-15,2012-12-31
CHTC FONG'S INTERNATIONAL COMPANY LIMITED,中國恒天立信國際有限公司,641,Current,FONG Sou Lam,方壽林,Executive Director,,1989-01-11,2012-12-31
CHTC FONG'S INTERNATIONAL COMPANY LIMITED,中國恒天立信國際有限公司,641,Current,TOU Kit Vai,杜結威,Executive Director,,2007-01-15,2012-12-31
CHTC FONG'S INTERNATIONAL COMPANY LIMITED,中國恒天立信國際有限公司,641,Current,TSUI Tak Ming William,徐達明,Executive Director,,2000-07-10,2012-12-31
CHTC FONG'S INTERNATIONAL COMPANY LIMITED,中國恒天立信國際有限公司,641,Current,ZHAO Chuan Cong,趙傳聰,Executive Director,,2011-05-19,2012-12-31
CHTC FONG'S INTERNATIONAL COMPANY LIMITED,中國恒天立信國際有限公司,641,Current,POON Hang Sim Blanche,潘杏嬋,Executive Director,,2000-07-10,2012-01-02
CHTC FONG'S INTERNATIONAL COMPANY LIMITED,中國恒天立信國際有限公司,641,Current,CHEUNG Chiu Fan,張超凡,Independent Non Executive Director - A/F,,1996-08-22,2011-09-01
CHTC FONG'S INTERNATIONAL COMPANY LIMITED,中國恒天立信國際有限公司,641,Current,FONG Kwok Chung Bill,方國忠,Executive Director,,1997-05-01,2011-07-01
CHTC FONG'S INTERNATIONAL COMPANY LIMITED,中國恒天立信國際有限公司,641,Current,TSUI Wai Keung,崔偉強,Executive Director,,2004-09-01,2009-04-01
CHTC FONG'S INTERNATIONAL COMPANY LIMITED,中國恒天立信國際有限公司,641,Current,LUI Chi Lung Louis,雷子龍,Independent Non Executive Director,,2000-09-09,2006-09-09
CHTC FONG'S INTERNATIONAL COMPANY LIMITED,中國恒天立信國際有限公司,641,Current,PHILIPP Peter Rainer,,Executive Director,,2005-04-11,2006-04-12
Chu Kong Shipping Enterprises (Group) Company Limited,珠江船務企業(股份)有限公司,560,Current,CHAN Kay Cheung,陳棋昌,Independent Non Executive Director,,1998-04-03,
Chu Kong Shipping Enterprises (Group) Company Limited,珠江船務企業(股份)有限公司,560,Current,CHEN Chung Nin,陳仲尼,Independent Non Executive Director,,2023-04-01,
Chu Kong Shipping Enterprises (Group) Company Limited,珠江船務企業(股份)有限公司,560,Current,CHOW Bing Sing,鄒秉星,Independent Non Executive Director,,2010-06-01,
Chu Kong Shipping Enterprises (Group) Company Limited,珠江船務企業(股份)有限公司,560,Current,LIU Guang Hui,劉廣輝,Executive Director,Chairman,2021-08-27,
Chu Kong Shipping Enterprises (Group) Company Limited,珠江船務企業(股份)有限公司,560,Current,LIU Wu Wei,劉武偉,Executive Director,,2018-07-18,
Chu Kong Shipping Enterprises (Group) Company Limited,珠江船務企業(股份)有限公司,560,Current,YAU Lai Man,邱麗文,Independent Non Executive Director,,2005-01-01,
Chu Kong Shipping Enterprises (Group) Company Limited,珠江船務企業(股份)有限公司,560,Current,ZHONG Yan,鍾燕,Non Executive Director,,2020-04-01,
Chu Kong Shipping Enterprises (Group) Company Limited,珠江船務企業(股份)有限公司,560,Current,ZHOU Jun,周軍,Executive Director,Managing Director,2022-02-07,
Chu Kong Shipping Enterprises (Group) Company Limited,珠江船務企業(股份)有限公司,560,Current,WU Qiang,吳強,Executive Director,,2018-09-17,2022-02-07
Chu Kong Shipping Enterprises (Group) Company Limited,珠江船務企業(股份)有限公司,560,Current,CHEN Jie,陳杰,Executive Director,,2018-07-18,2021-11-10
Chu Kong Shipping Enterprises (Group) Company Limited,珠江船務企業(股份)有限公司,560,Current,HUANG Lie Zhang,黃烈彰,Executive Director,,2017-11-17,2021-08-27
Chu Kong Shipping Enterprises (Group) Company Limited,珠江船務企業(股份)有限公司,560,Current,LENG Bu Li,冷步里,Executive Director,,2018-07-18,2020-04-01
Chu Kong Shipping Enterprises (Group) Company Limited,珠江船務企業(股份)有限公司,560,Current,YE Mei Hua,葉梅華,Non Executive Director,,2018-07-18,2020-04-01
Chu Kong Shipping Enterprises (Group) Company Limited,珠江船務企業(股份)有限公司,560,Current,CHENG Jie,程杰,Executive Director,,2014-03-01,2018-07-18
Chu Kong Shipping Enterprises (Group) Company Limited,珠江船務企業(股份)有限公司,560,Current,FAN Lin Chun,范林純,Non Executive Director,,2017-11-17,2018-07-18
Chu Kong Shipping Enterprises (Group) Company Limited,珠江船務企業(股份)有限公司,560,Current,ZENG He,曾和,Executive Director,,2014-03-01,2018-07-18
Chu Kong Shipping Enterprises (Group) Company Limited,珠江船務企業(股份)有限公司,560,Current,XIONG Ge Bing,熊戈兵,Executive Director,,2013-01-01,2017-11-17
Chu Kong Shipping Enterprises (Group) Company Limited,珠江船務企業(股份)有限公司,560,Current,ZHANG Lei,張雷,Non Executive Director,,2011-06-20,2017-11-17
Chu Kong Shipping Enterprises (Group) Company Limited,珠江船務企業(股份)有限公司,560,Current,HU Jia Hong,胡佳宏,Non Executive Director,,2014-03-01,2015-08-09
Chu Kong Shipping Enterprises (Group) Company Limited,珠江船務企業(股份)有限公司,560,Current,LIU Wei Qing,劉偉清,Non Executive Director,Chairman,2011-06-20,2015-05-03
Chu Kong Shipping Enterprises (Group) Company Limited,珠江船務企業(股份)有限公司,560,Current,HUANG Shu Ping,黃樹平,Executive Director,,2006-11-01,2014-03-01
Chu Kong Shipping Enterprises (Group) Company Limited,珠江船務企業(股份)有限公司,560,Current,YU Qi Huo,余启活,Non Executive Director,,2011-06-20,2014-03-01
Chu Kong Shipping Enterprises (Group) Company Limited,珠江船務企業(股份)有限公司,560,Current,HUANG Lie Zhang,黃烈彰,Executive Director,Managing Director,2011-06-20,2013-05-03
Chu Kong Shipping Enterprises (Group) Company Limited,珠江船務企業(股份)有限公司,560,Current,HUA Hong Lin,花紅林,Executive Director,,2006-04-06,2012-12-28
Chu Kong Shipping Enterprises (Group) Company Limited,珠江船務企業(股份)有限公司,560,Current,YANG Bang Ming,楊榜明,Executive Director,,2008-10-14,2012-12-28
Chu Kong Shipping Enterprises (Group) Company Limited,珠江船務企業(股份)有限公司,560,Current,ZHANG Dao Wu,張道武,Executive Director,,2008-10-14,2012-12-28
Chu Kong Shipping Enterprises (Group) Company Limited,珠江船務企業(股份)有限公司,560,Current,CHOI Kim Lui,蔡劍雷,Independent Non Executive Director,,2004-09-08,2010-06-01
Chu Kong Shipping Enterprises (Group) Company Limited,珠江船務企業(股份)有限公司,560,Current,YANG Rixiang,楊日祥,Executive Director,Managing Director,2003-06-13,2008-10-14
Chu Kong Shipping Enterprises (Group) Company Limited,珠江船務企業(股份)有限公司,560,Current,LI Zhijie,李志杰,Executive Director,,2001-03-20,2007-06-08
Chu Kong Shipping Enterprises (Group) Company Limited,珠江船務企業(股份)有限公司,560,Current,CHE Chiqiang,車持強,Executive Director,Managing Director,2000-09-18,2006-05-25
Chu Kong Shipping Enterprises (Group) Company Limited,珠江船務企業(股份)有限公司,560,Current,HUANG Lie Zhang,黃烈彰,Executive Director,Chairman,2005-08-02,2006-05-25
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,CHAN Kin,陳健,Non Executive Director,,2017-03-10,
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,FAN Ren Da Anthony,范仁達,Independent Non Executive Director - A/F,,2000-08-30,
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,GAO Pei Ji,高培基,Independent Non Executive Director,,2011-05-01,
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,HAO Wei Bao,郝維寶,Executive Director,"Chairman, CEO",2023-04-18,
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,LOOK Andrew,陸東,Independent Non Executive Director,,2015-09-01,
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,SUN Yu Feng,孫玉峰,Executive Director,"Chairman, CEO",2019-03-28,2023-04-18
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,SUO Zhen Gang,索振剛,Executive Director,,2015-12-04,2022-09-30
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,SUN Yang,孫陽,Executive Director,,2014-07-01,2021-12-30
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,LI So Mui,李素梅,Executive Director,,2000-08-30,2019-06-22
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,KWOK Viem Peter,郭炎,Executive Director,Chairman,2013-07-22,2019-03-28
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,MA Ting Hung,馬廷雄,Non Executive Director,,2015-09-01,2018-06-22
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,QIU Yi Yong,邱毅勇,Non Executive Director,,2015-12-04,2016-04-01
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,GUO Ting Hu,郭亭虎,Executive Director,,2011-05-01,2015-12-04
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,QIU Yi Yong,邱毅勇,Executive Director,CEO,2014-03-01,2015-12-04
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,SHOU Xuan Cheng,壽鉉成,Independent Non Executive Director,,2014-07-01,2015-12-04
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,WONG Kim Yin,黃錦賢,Non Executive Director,,2008-04-01,2015-12-04
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,HU Wei Ping,胡衛平,Independent Non Executive Director,,2012-12-31,2015-06-26
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,ZENG Chen,曾晨,Non Executive Director,,2014-03-01,2015-06-26
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,TIAN Yu Chuan,田玉川,Non Executive Director,,2010-11-18,2014-07-01
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,NGAI Man,蟻民,Independent Non Executive Director,,2006-03-01,2014-03-16
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,QIU Yi Yong,邱毅勇,Non Executive Director,,2010-11-18,2014-03-01
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,ZENG Chen,曾晨,Executive Director,CEO,2004-04-01,2014-03-01
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,ZHANG Ji Jing,張極井,Non Executive Director,,2009-08-07,2013-09-18
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,JU Wei Min,居偉民,Non Executive Director,Chairman,2012-03-01,2013-07-22
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,SUN Xin Guo,孫新國,Executive Director,,2002-02-01,2012-09-01
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,MI Zeng Xin,秘增信,Non Executive Director,Chairman,2009-08-07,2012-03-01
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,KONG Dan,孔丹,Non Executive Director,Chairman,2009-08-07,2011-05-01
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,TSANG Link Carl Brian,曾令嘉,Independent Non Executive Director,,2000-08-30,2011-05-01
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,YAP Chwee Mein,葉粹敏,Alternate Director,,2008-04-01,2011-05-01
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,QIU Yi Yong,邱毅勇,Executive Director,,2002-02-01,2010-11-18
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,TIAN Yu Chuan,田玉川,Executive Director,,2009-12-01,2010-11-18
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,SHOU Xuan Cheng,壽鉉成,Executive Director,,2005-09-01,2009-10-23
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,KONG Dan,孔丹,Executive Director,Chairman,2007-08-21,2009-08-07
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,MI Zeng Xin,秘增信,Executive Director,,2004-04-01,2009-08-07
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,ZHANG Ji Jing,張極井,Executive Director,,2002-02-01,2009-08-07
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,TANG Kui Frank,唐葵,Non Executive Director,,2007-08-21,2008-04-01
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,WONG Kim Yin,黃錦賢,Alternate Director,,2007-08-21,2008-03-31
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,KWOK Viem Peter,郭炎,Executive Director,Chairman,2000-08-30,2007-08-21
CITIC Resources Holdings Limited,中信資源控股有限公司,1205,Current,MA Ting Hung,馬廷雄,Executive Director,,2000-08-30,2007-08-21
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,CHOW Kun Chee Roland,周近智,Non Executive Director,,2015-01-09,
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,CHOW WOO Mo Fong Susan,周胡慕芳,Non Executive Director,,2017-01-01,
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,FOK Kin Ning Canning,霍建寧,Executive Director,,2015-06-03,
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,IP Tak Chuen Edmond,葉德銓,Executive Director,,2015-01-09,
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,KADOORIE Philip Lawrence,,Independent Non Executive Director,,2022-12-16,
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,KAM Hing Lam,甘慶林,Executive Director,,2015-01-09,
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,LAI Kai Ming Dominic,黎啟明,Executive Director,,2015-06-03,
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,LAU Yau Fun Sophie,劉柔芬,Independent Non Executive Director,,2021-12-28,
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,LEE Wai Mun Rose,李慧敏,Independent Non Executive Director,,2015-06-03,
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,LEE Yeh Kwong Charles,李業廣,Non Executive Director,,2015-01-09,
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,LI Tzar Kuoi Victor,李澤鉅,Executive Director,"Chairman, Managing Director",2015-01-09,
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,MAGNUS George Colin,麥理思,Non Executive Director,,2015-01-09,
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,MOCATTA William Elkin,毛嘉達,Alternate Director,,2015-06-03,
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,SHIH Edith,施熙德,Executive Director,,2017-01-01,
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,SIXT Frank John,陸法蘭,Executive Director,,2015-06-03,
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,TIGHE Paul Joseph,,Independent Non Executive Director,,2020-12-28,
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,WONG Kwai Lam,黃桂林,Independent Non Executive Director,,2020-05-14,
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,WONG Yick Ming Rosanna,王䓪鳴,Independent Non Executive Director,,2015-01-09,
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,KADOORIE Michael David,米高嘉道理,Independent Non Executive Director,,2015-06-03,2022-12-16
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,CHENG Hoi Chuen Vincent,鄭海泉,Independent Non Executive Director,,2015-06-03,2022-08-28
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,KWOK Tun Li Stanley,郭敦禮,Independent Non Executive Director,,2015-01-09,2021-05-13
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,LEUNG Siu Hon,梁肇漢,Non Executive Director,,2015-01-09,2021-05-13
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,SHURNIAK William,盛永能,Independent Non Executive Director,,2015-06-03,2020-08-09
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,WONG Chung Hin,黃頌顯,Independent Non Executive Director,,2015-06-03,2020-05-14
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,LI Ka Shing,李嘉誠,Executive Director,Chairman,2015-01-09,2018-05-10
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,CHOW WOO Mo Fong Susan,周胡慕芳,Executive Director,,2015-06-03,2016-08-01
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,CHEONG Ying Chew Henry,張英潮,Independent Non Executive Director - A/F,,2015-01-09,2015-06-03
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,CHIU Kwok Hung Justin,趙國雄,Executive Director,,2015-01-09,2015-06-03
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,CHOW Nin Mow,周年茂,Independent Non Executive Director,,2015-01-09,2015-06-03
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,CHUNG Sun Keung,鍾慎強,Executive Director,,2015-01-09,2015-06-03
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,FOK Kin Ning Canning,霍建寧,Non Executive Director,,1985-12-31,2015-06-03
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,HUNG Siu Lin,洪小蓮,Independent Non Executive Director,,2015-01-09,2015-06-03
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,MURRAY Simon,馬世民,Independent Non Executive Director,,2015-01-09,2015-06-03
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,PAU Yee Wan Ezra,鮑綺雲,Executive Director,,2015-01-09,2015-06-03
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,SIXT Frank John,陸法蘭,Non Executive Director,,1991-05-31,2015-06-03
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,WOO Chia Ching Grace,吳佳慶,Executive Director,,2015-01-09,2015-06-03
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,YEH Yuan Chang Anthony,葉元章,Independent Non Executive Director,,2015-01-09,2015-06-03
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,KWAN Chiu Yin Robert,關超然,Independent Non Executive Director - A/F,,2007-03-22,2009-10-06
CK Hutchison Holdings Limited,長江和記實業有限公司,1,Current,KWAN Chiu Yin Robert,關超然,Independent Non Executive Director - A/F,,2004-09-23,2007-01-01
CK Infrastructure Holdings Limited,長江基建集團有限公司,1038,Current,CHAN Loi Shun,陳來順,Executive Director,,2011-01-01,
CK Infrastructure Holdings Limited,長江基建集團有限公司,1038,Current,CHEN Tsien Hua,陳建華,Executive Director,,2017-01-01,
CK Infrastructure Holdings Limited,長江基建集團有限公司,1038,Current,CHEONG Ying Chew Henry,張英潮,Independent Non Executive Director - A/F,,1996-05-29,
CK Infrastructure Holdings Limited,長江基建集團有限公司,1038,Current,COOK Barrie,高保利,Independent Non Executive Director,,2012-01-01,
CK Infrastructure Holdings Limited,長江基建集團有限公司,1038,Current,FOK Kin Ning Canning,霍建寧,Executive Director,,1997-03-10,
CK Infrastructure Holdings Limited,長江基建集團有限公司,1038,Current,HUNTER Andrew John,甄達安,Executive Director,,2006-12-01,
CK Infrastructure Holdings Limited,長江基建集團有限公司,1038,Current,IP Tak Chuen Edmond,葉德銓,Executive Director,,1996-05-29,
CK Infrastructure Holdings Limited,長江基建集團有限公司,1038,Current,KAM Hing Lam,甘慶林,Executive Director,Managing Director,1996-05-29,
CK Infrastructure Holdings Limited,長江基建集團有限公司,1038,Current,KWOK LEE Eva,郭李綺華,Independent Non Executive Director,,2004-09-23,
CK Infrastructure Holdings Limited,長江基建集團有限公司,1038,Current,LAN Hong Tsung David,藍鴻震,Independent Non Executive Director,,2005-02-21,
CK Infrastructure Holdings Limited,長江基建集團有限公司,1038,Current,LEE Pui Ling Angelina,李王佩玲,Non Executive Director,,2004-09-23,
CK Infrastructure Holdings Limited,長江基建集團有限公司,1038,Current,LI Tzar Kuoi Victor,李澤鉅,Executive Director,Chairman,1996-05-29,
CK Infrastructure Holdings Limited,長江基建集團有限公司,1038,Current,MAGNUS George Colin,麥理思,Non Executive Director,,2005-11-01,
CK Infrastructure Holdings Limited,長江基建集團有限公司,1038,Current,MAN Ka Keung Simon,文嘉強,Alternate Director,,2008-02-11,
CK Infrastructure Holdings Limited,長江基建集團有限公司,1038,Current,SIXT Frank John,陸法蘭,Executive Director,,1996-05-29,
CK Infrastructure Holdings Limited,長江基建集團有限公司,1038,Current,SNG Sow Mei,孫潘秀美,Independent Non Executive Director,,2004-09-23,
CK Infrastructure Holdings Limited,長江基建集團有限公司,1038,Current,TIGHE Paul Joseph,,Independent Non Executive Director,,2017-04-21,
CK Infrastructure Holdings Limited,長江基建集團有限公司,1038,Current,YEUNG Eirene,楊逸芝,Alternate Director,,2008-02-11,
CK Infrastructure Holdings Limited,長江基建集團有限公司,1038,Current,CHOW WOO Mo Fong Susan,周胡慕芳,Alternate Director,,1997-03-10,2023-07-01
CK Infrastructure Holdings Limited,長江基建集團有限公司,1038,Current,RUSSEL Colin Stevens,羅時樂,Independent Non Executive Director,,2005-01-01,2022-09-01
CK Infrastructure Holdings Limited,長江基建集團有限公司,1038,Current,TSO Kai Sum,曹棨森,Non Executive Director,,2013-01-01,2015-05-14
CK Infrastructure Holdings Limited,長江基建集團有限公司,1038,Current,TSO Kai Sum,曹棨森,Executive Director,,1997-03-20,2013-01-01
CK Infrastructure Holdings Limited,長江基建集團有限公司,1038,Current,COOK Barrie,高保利,Non Executive Director,,2003-10-01,2012-01-01
CK Infrastructure Holdings Limited,長江基建集團有限公司,1038,Current,KWAN Bing Sing Eric,關秉誠,Executive Director,,2006-12-01,2007-03-31
CK Infrastructure Holdings Limited,長江基建集團有限公司,1038,Current,KWAN Bing Sing Eric,關秉誠,Executive Director,,2000-01-01,2006-12-01
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,LEE Cheuk Yin Dannis,李卓然,Independent Non Executive Director - A/F,,2017-06-07,
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,LI Bao Chen,李宝臣,Executive Director,Chairman,2023-01-06,
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,LI Ming,李明,Executive Director,,2023-01-06,
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,LI Wen Shi,李穩獅,Non Executive Director,,2021-06-29,
CMBC Capital Holdings Limited,民銀資本控股有限公司,1141,Current,NG Hoi Kam,吳海淦,Executive Director,,2017-10-26,
